docId,filename,0 lb term persname,1 lb choice rend,2 lb add del,3 seg rend fw,4 xml facs lry,5 lb term type,6 lb placename reg,7 choice expan abbr,8 seg rend date,9 lb xml id
521,liv_001822_TEI.xml,0.009219579513414558,1.388190649162312E-4,1.0601170390785313E-4,0.01700566565371647,3.830924020438951E-6,3.314107694117474E-4,0.2173275228868216,3.279683398940915E-4,1.514076781314078E-4,0.7553877834657655
522,liv_001825_TEI.xml,6.334695172461014E-4,9.002745842348553E-5,6.875110613752011E-5,3.372845585301552E-4,2.4844451529890264E-6,2.1492774989023068E-4,0.39486027128386525,2.1269525264308697E-4,9.819147288016364E-5,0.603481897155231
523,liv_001828_TEI.xml,0.05570287429341137,0.013884119268360588,4.184959823783116E-5,0.09863751723154408,1.5123106716064262E-6,0.1237812062605331,0.381903183768344,1.2947007503271942E-4,0.056190533643683274,0.26972773355018137
524,liv_001832_TEI.xml,0.047218567119980334,8.96679585089294E-5,6.847656748881345E-5,0.0016670127678832325,2.4745242040267937E-6,0.017518045308104684,0.3253986771130472,2.1184591260294054E-4,0.01473962506024108,0.5930856076679387
525,liv_001833_TEI.xml,0.004052396467082719,7.858069704771966E-5,6.000957860739442E-5,0.11344396140240201,2.168554297960461E-6,1.876002354951119E-4,0.4228096483119703,0.0013521419215181893,0.012917100274346484,0.4450963925572321
526,liv_001836_TEI.xml,0.0023498685743499385,1.0739363284131068E-4,8.20131011056144E-5,4.023462916329729E-4,2.963691247612446E-6,0.01619842349948239,0.15856436617266062,0.1437320521856773,0.02721859448828467,0.6513419783627176
527,liv_001839_TEI.xml,0.0584469375907959,1.0233614835006174E-4,7.81508610831191E-5,0.03988072330438877,2.8241222422152804E-6,2.4431299608446784E-4,0.23161087743310324,0.0032800310140001514,0.07758713787081348,0.5887666686591385
528,liv_001841_TEI.xml,0.04796998298747591,1.0604122241255813E-4,8.09803082826594E-5,0.017712685396754264,2.926369417213094E-6,2.5315833333350063E-4,0.2462928464666742,2.505287274192007E-4,1.1565742271344436E-4,0.687215192765517
529,liv_001844_TEI.xml,0.05626698387355334,7.661455405122769E-5,5.850809774588319E-5,0.0025616414821354196,2.1142955804174194E-6,1.829063487898951E-4,0.13017928396752584,0.4039239044588256,8.356223798920943E-5,0.4066644806838032
530,liv_001846_TEI.xml,0.051817213212874115,6.407955085873534E-5,4.8935514558347847E-5,0.004044984540464986,1.7683730311236653E-6,0.0724463251960863,0.1811738325767505,0.3644717983376124,0.003874803377848894,0.32205625931991444
531,liv_001848_TEI.xml,0.15448288820630968,4.419489841004631E-5,3.3750238033303965E-5,0.02050314633520835,1.2196256904775448E-6,1.055090328910213E-4,0.5231761978342553,0.0027286158993288004,0.012513165997319893,0.28641131193255304
532,liv_001854_TEI.xml,0.1027152302449524,6.207203213433616E-5,4.740243636963579E-5,0.007603971583876041,1.7129724872039765E-6,1.4818814649849858E-4,0.5118190042095601,0.0010680765118651447,6.770094776268086E-5,0.37646664091449383
533,liv_001867_TEI.xml,0.22407123640072088,0.003116104319845676,0.03298272719738176,0.018580320961582554,1.424255788820571E-6,0.09895315437620208,0.10914430744630534,0.1893544580054375,5.629014329180841E-5,0.32373997689344347
