docId,filename,toptopics...
0,file:/D:/Downloads%20D/Liv/liv_000001_TEI.xml,1,0.5861120970473662,5,0.16215104604671285,6,0.08617559403360169,0,0.06057827237031628,9,0.03763206048388632,3,0.02690573200066606,7,0.026776928133050514,8,0.013664989919741197,2,3.1655710429020795E-6,4,1.1439361598414237E-7
1,file:/D:/Downloads%20D/Liv/liv_000002_TEI.xml,1,0.6413498195265143,5,0.148141611481311,2,0.0520997784343595,3,0.049543192880075,0,0.04493234192516302,8,0.025442702033459795,9,0.020977911739834935,7,0.012279553455730513,6,0.005232969103671132,4,1.1941988077604662E-7
2,file:/D:/Downloads%20D/Liv/liv_000003_TEI.xml,1,0.6183843507820203,5,0.21450130586128519,0,0.06096332881842363,3,0.044830880898203536,8,0.025709272800851394,9,0.018046400701716613,7,0.014480108019471753,6,0.003081097586790563,2,3.141024649251166E-6,4,1.1350658780153556E-7
3,file:/D:/Downloads%20D/Liv/liv_000004_TEI.xml,1,0.6822000177618875,5,0.1757729931747886,8,0.05990294964467903,3,0.03574846926332713,0,0.01951833411314056,9,0.017130069550384465,7,0.009697738060847137,6,2.6390543585333907E-5,2,2.9319365478067476E-6,4,1.0595081234765135E-7
4,file:/D:/Downloads%20D/Liv/liv_000005_TEI.xml,1,0.7635237777118843,5,0.0848255331718545,8,0.042702433163787655,3,0.035519098693642844,0,0.031877085538339706,9,0.018713451816809883,7,0.014628715475861023,6,0.006176328423459273,2,0.0020334681542456385,4,1.0785011521843567E-7
5,file:/D:/Downloads%20D/Liv/liv_000006_TEI.xml,1,0.8141826987225317,5,0.07106595488664841,3,0.04276284499768947,0,0.02299553885436624,8,0.021352501536192198,9,0.016459859919307766,7,0.011153582512498981,6,2.4229452488074348E-5,2,2.6918436542781613E-6,4,9.727462284168098E-8
6,file:/D:/Downloads%20D/Liv/liv_000007_TEI.xml,1,0.8414703755660967,8,0.049239408639748426,5,0.047662820294082094,3,0.03178125015567507,9,0.01449515191783112,0,0.008794095395670243,2,0.003412089449559992,6,0.0031381128932356137,7,6.618380297007264E-6,4,7.730780374835133E-8
7,file:/D:/Downloads%20D/Liv/liv_000010_TEI.xml,1,0.7336642817683773,5,0.1774052095426776,8,0.05318507485745209,3,0.018780648380711508,9,0.0130376789534913,0,0.003106413676845306,7,7.991547625920553E-4,6,1.931469114207112E-5,2,2.1458235100738285E-6,4,7.7543200659333E-8
8,file:/D:/Downloads%20D/Liv/liv_000013_ks.xml,1,0.5794929213574191,8,0.12378789246904344,9,0.10744714231357795,7,0.10219539697702941,5,0.08649955203968392,0,3.792857557391586E-4,6,1.191516229081619E-4,3,6.49415967159253E-5,2,1.3237506715438406E-5,4,4.783611674704747E-7
9,file:/D:/Downloads%20D/Liv/liv_000014_TEI.xml,1,0.8122644819087165,5,0.08147733862162901,8,0.07448563973557559,9,0.015613945944874736,3,0.01424475829944926,7,9.434704252285598E-4,6,9.209475432408715E-4,0,4.7692835807627756E-5,2,1.6645345223983399E-6,4,6.015095550438846E-8
10,file:/D:/Downloads%20D/Liv/liv_000015_TEI.xml,1,0.7709490223866511,5,0.08915676803231011,8,0.07657429726677145,3,0.032199420797536044,6,0.01432717853283344,9,0.009560645317588582,0,0.007189825054239061,7,4.095911079410397E-5,2,1.8178113848640812E-6,4,6.568989123084296E-8
11,file:/D:/Downloads%20D/Liv/liv_000016_TEI.xml,1,0.8611065967955477,8,0.07256380804548632,5,0.030346413917574467,3,0.027892365348015716,9,0.007627869264621867,6,2.554525989043756E-4,0,1.4776934238699106E-4,7,5.8285771383455506E-5,2,1.3887317537756245E-6,4,5.0184325290249824E-8
12,file:/D:/Downloads%20D/Liv/liv_000017_TEI.xml,1,0.6807784281146111,5,0.08464068578908372,8,0.0719809111139911,9,0.06702015340474288,3,0.04653563565848648,7,0.039515345016964395,6,0.007870241501321725,0,0.0016482316173478718,2,1.000619167695645E-5,4,3.6159177369404717E-7
13,file:/D:/Downloads%20D/Liv/liv_000019_TEI.xml,5,0.5212480612717204,1,0.22763531291519007,8,0.18501718531678207,3,0.06270615070989835,6,0.0021365522361353425,9,9.18377199208275E-4,0,2.5617732229591485E-4,7,8.20021032599403E-5,2,1.7461546505120862E-7,4,6.3100445964555394E-9
14,file:/D:/Downloads%20D/Liv/liv_000043_TEI.xml,9,0.8964857363442911,3,0.04980004440993003,0,0.047258604573869246,6,0.00477697472062349,5,5.251027946852826E-4,7,5.196484476119006E-4,8,2.3989743925561705E-4,1,2.1995144899032004E-4,2,1.6796992472565428E-4,4,6.069896017350625E-6
15,file:/D:/Downloads%20D/Liv/liv_000049_TEI.xml,9,0.3936850284496382,1,0.30710873170925734,7,0.28978196213556046,0,0.005054775388289454,6,0.0021287856144539172,8,0.0015619336984697425,3,3.672208066600317E-4,5,2.340040173563404E-4,2,7.48532241280544E-5,4,2.704956186429352E-6
16,file:/D:/Downloads%20D/Liv/liv_000050_TEI.xml,9,0.35299877013375974,1,0.32134198590179097,7,0.21843066766952657,5,0.06818738001504068,3,0.022916954078757015,8,0.008573854608816569,0,0.0061175247300178336,6,0.0013824943582963168,2,4.8611827961770134E-5,4,1.7566760324696153E-6
17,file:/D:/Downloads%20D/Liv/liv_000054_TEI.xml,9,0.44066888105083457,6,0.35398620447636403,0,0.12416513522250353,3,0.07446607604356933,8,0.006259555326111112,5,1.6575191135212485E-4,7,1.640302133117768E-4,1,6.942902121986509E-5,2,5.3020734901318284E-5,4,1.9159998323519017E-6
18,file:/D:/Downloads%20D/Liv/liv_000056_TEI.xml,9,0.4943650567732519,6,0.17287648332065172,7,0.1647544711140623,0,0.14175238023332817,2,0.02340941832311021,8,0.0011937138663803395,1,0.0011869207003323175,3,2.8064992090440216E-4,5,1.7883847475769175E-4,4,2.0672732209154977E-6
19,file:/D:/Downloads%20D/Liv/liv_000060_TEI.xml,9,0.9043493709266366,0,0.07470011688822618,7,0.01671024913959441,6,0.00299639211674938,3,5.168850835478467E-4,5,3.293745448735989E-4,8,1.504774125578946E-4,1,1.379661451790513E-4,2,1.0536035623677031E-4,4,3.807386398206437E-6
20,file:/D:/Downloads%20D/Liv/liv_000061_TEI.xml,9,0.8586136324905298,0,0.06979856015287737,3,0.043224182624426837,8,0.016750972663285343,6,0.00820099869503733,7,0.00274503828574951,5,3.808548649031579E-4,1,1.5952986774840725E-4,2,1.2182788520012357E-4,4,4.402470242135775E-6
